Mean_Score,Std_Score,criterion,max_depth,min_samples_leaf,min_samples_split,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.5532335505570738,0.004680117143429125,gini,5,1,3,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,2,9,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,1,5,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,1,6,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,1,7,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,1,8,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,1,9,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,2,2,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,2,3,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,2,4,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,2,5,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,2,6,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,1,2,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,2,7,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,2,8,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,4,9,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,4,5,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,3,2,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,3,3,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,3,4,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,3,5,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,3,6,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,3,7,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,3,8,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,3,9,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,4,8,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,4,2,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,4,3,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,4,7,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,4,6,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,1,4,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5532335505570738,0.004680117143429125,gini,5,4,4,0.5539284708532808,0.5505491410870177,0.5529577464788732,0.5614084507042254,0.5473239436619718
0.5522758992705883,0.003913314904709863,entropy,4,4,7,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,4,9,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,1,2,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,1,3,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,1,4,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,1,5,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,1,6,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,1,7,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,1,8,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,1,9,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,2,2,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,2,3,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,2,4,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,2,5,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,2,6,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,2,7,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,2,8,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,2,9,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,3,2,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,3,3,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,3,4,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,3,5,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,3,6,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,3,7,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,3,8,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,3,9,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,4,2,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,4,3,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,4,4,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,4,5,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,4,6,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522758992705883,0.003913314904709863,entropy,4,4,8,0.556462968177978,0.546324978879189,0.5501408450704225,0.5566197183098591,0.551830985915493
0.5522192280690621,0.003398938895974359,gini,6,1,6,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.5522192280690621,0.003398938895974359,gini,6,1,9,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.5521630962910666,0.0042608054810756215,entropy,6,1,2,0.5502675302731624,0.5547733032948465,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.552162905906291,0.003405141830140533,gini,6,1,4,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.552162905906291,0.003405141830140533,gini,6,1,7,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.552162905906291,0.003405141830140533,gini,6,2,7,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.552162905906291,0.003405141830140533,gini,6,2,6,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.552162905906291,0.003405141830140533,gini,6,2,5,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.552162905906291,0.003405141830140533,gini,6,2,3,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.552162905906291,0.003405141830140533,gini,6,1,8,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.552162905906291,0.003405141830140533,gini,6,2,2,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5546478873239437,0.5467605633802817
0.5521628900408931,0.003360331793917133,gini,6,1,2,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5543661971830985,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,2,9,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,1,7,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,2,8,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,2,7,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,2,6,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,2,5,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,2,4,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,2,3,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,2,2,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,1,8,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.5521067899936934,0.004123357937916485,entropy,6,1,4,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5467605633802817
0.552106567878122,0.003426412907862497,gini,6,1,3,0.5567445789918333,0.5516755843424388,0.5507042253521127,0.5546478873239437,0.5467605633802817
0.552106567878122,0.003426412907862497,gini,6,2,4,0.5567445789918333,0.5516755843424388,0.5507042253521127,0.5546478873239437,0.5467605633802817
0.552106567878122,0.0033656632141125303,gini,6,2,8,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5543661971830985,0.5467605633802817
0.552106567878122,0.0033656632141125303,gini,6,2,9,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5543661971830985,0.5467605633802817
0.552106567878122,0.0033656632141125303,gini,6,1,5,0.5567445789918333,0.5516755843424388,0.5509859154929577,0.5543661971830985,0.5467605633802817
0.5520504519655245,0.0041972810614657775,entropy,6,3,9,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,1,5,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,1,6,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,1,9,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,3,2,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,3,3,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,3,4,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,3,5,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,1,3,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,3,6,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,3,7,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5520504519655245,0.0041972810614657775,entropy,6,3,8,0.5502675302731624,0.554210081667136,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5519378076399823,0.004145043211225811,entropy,6,4,7,0.5502675302731624,0.5536468600394255,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5519378076399823,0.004145043211225811,entropy,6,4,2,0.5502675302731624,0.5536468600394255,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5519378076399823,0.004145043211225811,entropy,6,4,3,0.5502675302731624,0.5536468600394255,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5519378076399823,0.004145043211225811,entropy,6,4,4,0.5502675302731624,0.5536468600394255,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5519378076399823,0.004145043211225811,entropy,6,4,5,0.5502675302731624,0.5536468600394255,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5519378076399823,0.004145043211225811,entropy,6,4,6,0.5502675302731624,0.5536468600394255,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5519378076399823,0.004145043211225811,entropy,6,4,8,0.5502675302731624,0.5536468600394255,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5519378076399823,0.004145043211225811,entropy,6,4,9,0.5502675302731624,0.5536468600394255,0.5504225352112676,0.5588732394366197,0.5464788732394367
0.5514304798092979,0.004594668677193925,gini,6,4,8,0.5567445789918333,0.5522388059701493,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5514304798092979,0.004594668677193925,gini,6,4,9,0.5567445789918333,0.5522388059701493,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5514304798092979,0.004594668677193925,gini,6,4,2,0.5567445789918333,0.5522388059701493,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5514304798092979,0.004594668677193925,gini,6,4,3,0.5567445789918333,0.5522388059701493,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5514304798092979,0.004594668677193925,gini,6,4,4,0.5567445789918333,0.5522388059701493,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5514304798092979,0.004594668677193925,gini,6,4,5,0.5567445789918333,0.5522388059701493,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5514304798092979,0.004594668677193925,gini,6,4,6,0.5567445789918333,0.5522388059701493,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5514304798092979,0.004594668677193925,gini,6,4,7,0.5567445789918333,0.5522388059701493,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5513741576465269,0.004586132972565958,gini,6,3,4,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5513741576465269,0.004586132972565958,gini,6,3,9,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5513741576465269,0.004586132972565958,gini,6,3,8,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5513741576465269,0.004586132972565958,gini,6,3,7,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5513741576465269,0.004586132972565958,gini,6,3,6,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5513741576465269,0.004586132972565958,gini,6,3,5,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5513741576465269,0.004586132972565958,gini,6,3,3,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5513741576465269,0.004586132972565958,gini,6,3,2,0.5567445789918333,0.551957195156294,0.5509859154929577,0.5540845070422535,0.5430985915492957
0.5512053339467954,0.002975723165333649,gini,4,3,2,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,2,6,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,2,7,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,2,8,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,2,9,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,4,2,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,3,3,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,2,4,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,3,4,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,3,5,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,3,6,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,2,5,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,1,8,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,2,3,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
0.5512053339467954,0.002975723165333649,gini,4,2,2,0.5567445789918333,0.548577865390031,0.5492957746478874,0.5495774647887324,0.551830985915493
